action,protocol,src-ip,dst-ip,src-port,dst-port,path,src-ip-risk-factor,dst-ip-risk-factor,total-risk-factor
0,0,1507039076,3232235784,46234,42065,0,4.0,0.0,1.0
0,0,792105498,3232235784,6884,42065,0,0.0,0.0,0.0
0,1,693811825,3232235784,46084,42065,0,0.0,0.0,0.0
0,1,453327631,3232235784,39870,42065,0,0.0,0.0,0.0
0,1,2818150408,3232235784,41449,42065,0,0.0,0.0,0.0
0,0,3074802294,3232235784,5128,42065,0,0.0,0.0,0.0
0,0,1915717662,3232235784,9748,42065,0,0.0,0.0,0.0
0,0,826928655,3232235784,60065,42065,0,0.0,0.0,0.0
0,1,1811050620,3232235784,33272,42065,0,0.0,0.0,0.0
0,0,1744253028,3232235784,39745,42065,0,1.0,0.0,1.0
0,1,694718222,3232235784,14350,42065,0,0.0,0.0,0.0
0,1,42540488210633193209774998016143724967,42540488182159607631084911457978795943,51025,42065,0,0.0,0.0,0.0
0,0,3169678624,3232235784,20280,42065,0,0.0,0.0,0.0
0,0,2416707601,3232235784,12949,42065,0,0.0,0.0,0.0
0,1,694718222,3232235784,14354,42065,0,0.0,0.0,0.0
0,0,39946944,3232235784,6881,42065,0,0.0,0.0,0.0
0,1,415613262,3232235784,60340,42065,0,0.0,0.0,0.0
0,0,1768493325,3232235784,50321,42065,0,4.0,0.0,1.0
0,1,1791956973,3232235784,3016,42065,0,0.0,0.0,0.0
0,0,3232235784,2918460427,42065,57443,1,0.0,0.0,0.0
0,0,3153532552,3232235784,61057,42065,0,0.0,0.0,0.0
0,0,1833777891,3232235784,6882,42065,0,0.0,0.0,0.0
0,0,1899263729,3232235784,9128,42065,0,0.0,0.0,0.0
0,0,3168885927,3232235784,35570,42065,0,0.0,0.0,0.0
0,0,1590811659,3232235784,40500,42065,0,0.0,0.0,0.0
0,0,1038416787,3232235784,7410,42065,0,0.0,0.0,0.0
0,0,3071963899,3232235784,7985,42065,0,0.0,0.0,0.0
0,0,3232235784,911071767,42065,6892,1,0.0,0.0,0.0
0,0,3654172394,3232235784,44264,42065,0,0.0,0.0,0.0
0,0,1318661302,3232235784,50321,42065,0,0.0,0.0,0.0
0,0,1007680390,3232235784,6881,42065,0,0.0,0.0,0.0
0,0,698379506,3232235784,1483,42065,0,0.0,0.0,0.0
0,1,2393367506,3232235784,12771,42065,0,0.0,0.0,0.0
0,0,3030013074,3232235784,8939,42065,0,0.0,0.0,0.0
0,0,1790302837,3232235784,17238,42065,0,0.0,0.0,0.0
0,0,1018466605,3232235784,25453,42065,0,0.0,0.0,0.0
0,0,609787203,3232235784,10780,42065,0,0.0,0.0,0.0
0,0,36832617,3232235784,52479,42065,0,4.0,0.0,1.0
0,1,36832617,3232235784,61375,42065,0,4.0,0.0,1.0
0,0,1014621356,3232235784,15997,42065,0,0.0,0.0,0.0
0,0,2005840735,3232235784,54720,42065,0,0.0,0.0,0.0
0,0,1534683929,3232235784,7956,42065,0,0.0,0.0,0.0
0,0,2050936715,3232235784,37096,42065,0,0.0,0.0,0.0
0,0,989842378,3232235784,54809,42065,0,4.0,0.0,1.0
0,0,3155849211,3232235784,1063,42065,0,0.0,0.0,0.0
0,0,1908508677,3232235784,8999,42065,0,4.0,0.0,1.0
0,0,1785217106,3232235784,9907,42065,0,0.0,0.0,0.0
0,0,2871834241,3232235784,7139,42065,0,0.0,0.0,0.0
0,1,1741136134,3232235784,3375,42065,0,6.0,0.0,1.0
0,0,919157568,3232235784,8112,42065,0,0.0,0.0,0.0
0,1,1832986597,3232235784,60294,42065,0,0.0,0.0,0.0
0,0,3232235784,1022461402,42065,41868,1,0.0,0.0,0.0
0,1,1937727665,3232235784,44738,42065,0,-99999.0,0.0,-99999.0
0,0,1740933618,3232235784,49514,42065,0,7.0,0.0,1.0
0,1,1342433871,3232235784,49169,42065,0,0.0,0.0,0.0
0,0,1566810971,3232235784,25034,42065,0,0.0,0.0,0.0
0,0,3419822645,3232235784,23466,42065,0,0.0,0.0,0.0
0,0,3655951501,3232235784,6889,42065,0,0.0,0.0,0.0
