,0,1,2
0,7.0675531649e-30,0.999910008099,0.0
1,1.72686867557e-30,0.999910008099,0.0
2,6.17190749065e-30,0.999910008099,0.0
3,1.05970434491e-29,0.999910008099,0.0
4,4.72060728144e-30,0.999910008099,0.0
5,1.04579005799e-29,0.999910008099,0.0
6,7.38863160829e-30,0.999910008099,0.0
7,9.55467166288e-30,0.999910008099,0.0
8,1.84458115194e-30,0.99995700387,1.0
9,5.72803249657e-30,0.0,0.0
10,2.27860550152e-30,0.999910008099,0.0
11,5.14689681944e-30,0.99998600126,1.0
12,2.07448515184e-30,0.0,0.0
13,9.55467164514e-30,0.999910008099,0.0
14,1.05828125556e-29,0.999910008099,0.0
15,2.9442061572e-30,0.999910008099,0.0
16,5.48860821513e-30,0.999910008099,0.0
17,6.00407002111e-30,0.999910008099,0.0
18,4.42630826547e-30,0.99995700387,1.0
19,3.96831039506e-30,0.999910008099,0.0
20,2.0509469665e-30,0.999910008099,0.0
21,1.86250711914e-30,0.99995700387,1.0
22,5.11559390722e-30,0.99994300513,1.0
23,5.66053264565e-30,0.999910008099,0.0
24,5.84104909685e-30,0.99995700387,1.0
25,5.57780782368e-30,0.999910008099,0.0
26,2.84726772866e-31,0.999910008099,0.0
27,2.84726772866e-31,0.999910008099,0.0
28,5.81827559603e-30,0.99995700387,1.0
29,5.19798200479e-30,0.999910008099,0.0
30,5.74075415481e-30,0.999910008099,0.0
31,4.12497628555e-30,0.999910008099,0.0
32,8.70539344967e-30,0.999910008099,0.0
33,2.94371235091e-30,0.99995700387,1.0
34,4.10138670621e-30,0.999910008099,0.0
35,5.15200957341e-30,0.999910008099,0.0
36,6.22095360596e-30,0.999910008099,0.0
37,6.26728274172e-30,0.999910008099,0.0
38,2.49238548124e-30,0.999910008099,0.0
39,2.93695342523e-30,0.999929006389,1.0
40,2.08189944117e-30,0.999910008099,0.0
41,8.9640635332e-30,0.999910008099,0.0
42,8.33061188702e-30,0.999910008099,0.0
43,9.17919602111e-30,0.999910008099,0.0
44,4.70893598694e-30,0.99995700387,1.0
45,5.089207455e-30,0.999910008099,0.0
46,5.58805094085e-30,0.999910008099,0.0
47,8.90824266844e-30,0.999910008099,0.0
48,3.02345426946e-30,0.999910008099,0.0
49,1.06082416297e-29,0.999929006389,1.0
50,0.12575208757,0.999910008099,0.0
51,8.96923687451e-30,0.999910008099,0.0
52,1.34006209669e-30,0.999910008099,0.0
53,4.73845077466e-30,0.999910008099,0.0
54,2.71155248969e-30,0.999910008099,0.0
55,2.05362632726e-30,0.999910008099,0.0
56,2.43658495415e-30,0.999910008099,0.0
57,5.86528819867e-30,0.999914007739,1.0
58,9.32911714247e-30,0.999910008099,0.0
59,1.04253147923e-29,0.999910008099,0.0
60,2.06526117062e-30,0.999910008099,0.0
61,5.35356799167e-30,0.999910008099,0.0
62,3.01066352522e-30,0.999910008099,0.0
63,1.0876215848e-29,0.999910008099,0.0
64,1.06082416297e-29,0.999929006389,1.0
65,1.10229474346e-29,0.999910008099,0.0
66,4.06888845637e-30,0.999910008099,0.0
67,5.42405028487e-30,0.999910008099,0.0
68,4.64247611218e-30,0.999910008099,0.0
69,6.01533355421e-30,0.999910008099,0.0
70,9.83608073231e-30,0.999910008099,0.0
71,1.53930623604e-30,0.999910008099,0.0
72,5.69997543492e-30,0.0,0.0
73,9.09288246671e-30,0.99995700387,1.0
74,4.08657117854e-30,0.999910008099,0.0
75,9.43436274608e-30,0.999910008099,0.0
76,3.8451302517e-30,0.999910008099,0.0
77,1.06082416297e-29,0.999929006389,1.0
78,5.25170032706e-30,0.999910008099,0.0
79,1.05915130399e-29,0.999910008099,0.0
80,0.141530695595,0.999910008099,0.0
81,3.47691904493e-30,0.999910008099,0.0
82,4.06287142106e-30,0.999910008099,0.0
83,0.125752087486,0.999910008099,0.0
84,1.35781879122e-30,0.999910008099,0.0
85,5.94747279835e-30,0.999910008099,0.0
86,3.93733872376e-30,0.999910008099,0.0
87,5.12596094228e-30,0.999914007739,1.0
88,1.06082416297e-29,0.999929006389,1.0
89,5.11869874206e-30,0.99995700387,1.0
90,9.56644340714e-30,0.999910008099,0.0
91,3.78678479938e-30,0.999910008099,0.0
92,7.1681893748e-30,0.999910008099,0.0
93,3.20895363576e-30,0.999910008099,0.0
94,2.53513095126e-31,0.999910008099,0.0
95,8.54805686838e-30,0.999910008099,0.0
96,5.95552445485e-30,0.999910008099,0.0
97,2.985364485e-30,0.999910008099,0.0
98,3.06933011761e-30,0.99995700387,1.0
99,1.36769822476e-30,0.99995700387,1.0
100,5.43832515571e-30,0.999910008099,0.0
101,1.00477400785e-29,0.99994300513,1.0
102,2.1813496132e-30,0.999914007739,1.0
103,9.57365343887e-30,0.999910008099,0.0
104,1.06082416297e-29,0.999929006389,1.0
105,1.3424933172e-30,0.999910008099,0.0
106,1.79020233432e-30,0.999910008099,0.0
107,4.1327412696e-30,0.999910008099,0.0
108,2.44302252398e-30,0.999910008099,0.0
109,5.59534237352e-30,0.999910008099,0.0
110,9.204739743e-30,0.999910008099,0.0
111,1.10417662491e-29,0.999910008099,0.0
112,5.27041008673e-30,0.999910008099,0.0
113,3.06095902373e-30,0.999910008099,0.0
114,9.73099454883e-30,0.999910008099,0.0
115,1.09385405248e-29,0.999910008099,0.0
116,4.58435356426e-30,0.999910008099,0.0
117,1.06082416297e-29,0.999929006389,1.0
118,8.66701868954e-30,0.999910008099,0.0
119,6.22083797094e-30,0.999910008099,0.0
120,2.93746026181e-30,0.999910008099,0.0
121,5.59303181037e-30,0.999910008099,0.0
122,9.81758351902e-30,0.99995700387,1.0
123,2.10083059469e-30,0.999910008099,0.0
124,5.59382881641e-30,0.999910008099,0.0
125,8.42778773419e-30,0.99998600126,1.0
126,2.05275471034e-30,0.999910008099,0.0
127,3.77139253918e-30,0.999910008099,0.0
128,7.46003238373e-30,0.999910008099,0.0
129,8.77747617256e-30,0.999910008099,0.0
130,9.71019430738e-30,0.999910008099,0.0
131,9.81602892299e-30,0.99995700387,1.0
132,0.125752087486,0.999910008099,0.0
133,9.81602892299e-30,0.99995700387,1.0
134,0.125752087486,0.999910008099,0.0
135,6.21238075235e-30,0.999910008099,0.0
136,5.59349531116e-30,0.999910008099,0.0
137,3.8393718063e-30,0.999910008099,0.0
138,4.99475765654e-32,0.99995700387,1.0
139,3.86346451829e-30,0.999910008099,0.0
140,4.45489268465e-30,0.99995700387,1.0
141,2.34150861951e-30,0.999910008099,0.0
142,9.08928936818e-30,0.999910008099,0.0
143,5.66296968368e-30,0.999910008099,0.0
144,2.44444783984e-30,0.999910008099,0.0
145,5.15611053427e-30,0.999914007739,1.0
146,9.36974916214e-30,0.999910008099,0.0
147,7.14392425968e-30,0.999910008099,0.0
148,1.18085421338e-31,0.999910008099,0.0
149,1.22857629028e-30,0.999910008099,0.0
150,5.22776622228e-30,0.99995700387,1.0
151,5.29712609195e-30,0.999910008099,0.0
152,9.32202046072e-30,0.999910008099,0.0
153,5.42075108931e-30,0.999910008099,0.0
154,5.61433092774e-30,0.999910008099,0.0
155,9.55467165697e-30,0.999910008099,0.0
156,9.36740590501e-30,0.999910008099,0.0
157,4.70252917489e-30,0.999910008099,0.0
