src-ip,risk-factor,categories
1791956973,1.0,0
3153532552,1.0,0
1833777891,1.0,0
1899263729,1.0,0
3232235782,1.0,0
3168885927,1.0,0
1590811659,1.0,0
1038416787,1.0,0
3071963899,1.0,0
3654172394,1.0,0
1318661302,1.0,0
1007680390,1.0,0
698379506,1.0,0
2393367506,1.0,0
3030013074,1.0,0
1790302837,1.0,0
1018466605,1.0,0
609787203,1.0,0
36832617,5.7,2
1014621356,1.0,0
2005840735,1.0,0
1534683929,1.0,2
2050936715,1.0,0
989842378,5.7,2
3155849211,1.0,0
1908508677,5.7,2
1785217106,1.0,0
2871834241,1.0,0
919157568,1.0,0
1832986597,1.0,0
1740933618,10.0,2
1566810971,1.0,0
3419822645,1.0,0
3655951501,1.0,0
1179484600,1.0,0
3513812778,1.0,0
1349681394,1.0,0
415337115,1.0,0
1451762563,1.0,0
2107997168,1.0,0
2875498245,1.0,0
1601809950,-99999.0,0
2057390539,5.7,2
2900063952,1.0,0
1867662199,1.0,0
1947754089,1.0,0
2059424350,1.0,0
634533391,-99999.0,0
1915302112,1.0,0
695392605,1.0,0
1017625270,1.0,0
3747246567,1.0,0
3338646391,1.0,0
1947963401,1.0,0
1763420994,1.0,0
1490089367,1.0,0
657387875,5.7,2
999560484,1.0,0
1885503876,1.0,0
1886375071,1.0,0
3678760460,1.0,0
737366582,5.7,2
1811050615,1.0,0
1918662368,1.0,0
1146267236,1.0,0
619154076,1.0,0
1943759573,1.0,0
2954885323,1.0,0
1430099482,1.0,0
3657110027,1.0,0
1776417957,1.0,0
984628595,1.0,0
39242207,1.0,0
1982142914,1.0,0
1964936503,1.0,0
1991635777,1.0,0
984849683,1.0,0
2927722355,-99999.0,0
1303451160,1.0,0
1988897402,1.0,0
3080404203,1.0,0
3633820833,1.0,0
86354298,1.0,0
2130706433,1.0,0
1878072230,1.0,0
1850911237,1.0,0
3199545375,1.0,0
1781329866,1.0,0
3582480366,1.0,0
2002161283,1.0,0
3582480333,1.0,0
1968463362,1.0,0
2936570031,1.0,0
2904777174,1.0,0
27361387,1.0,0
2023040418,1.0,0
1275586224,1.0,0
1732423774,2.9,2
987297610,1.0,0
1424301364,1.0,0
779376589,1.0,0
1914296772,1.0,0
454833787,1.0,0
1944382882,1.0,0
619404502,1.0,0
402129988,1.0,0
3573321321,1.0,0
1781766682,-99999.0,0
84722174,1.0,0
3300964110,1.0,0
831806231,1.0,0
3036113522,1.0,0
1976023714,5.7,2
1744677197,4.3,2
1847043682,1.0,0
2090134995,1.0,0
2784975266,5.7,2
1449373523,1.0,0
3162475800,1.0,0
3221184073,1.0,0
763150735,5.7,2
243837655,1.0,0
2918176543,1.0,0
1743233605,10.0,2
835663988,5.7,2
1143553082,1.0,0
2040358244,1.0,0
1964644052,1.0,0
1985865204,1.0,0
700269203,1.0,0
3230439827,1.0,0
460940341,1.0,0
619142751,1.0,0
2667547345,1.0,0
3116932388,1.0,0
2102293930,1.0,0
1010006140,1.0,0
1046910133,1.0,0
1568371185,1.0,0
1742304680,5.7,2
1311420141,1.0,0
1408957856,1.0,0
3216840674,1.0,0
1407463849,1.0,0
2018938293,1.0,0
1966921753,1.0,0
1614454702,1.0,0
1944120306,1.0,0
