,src-ip,risk-factor,categories
933,1405853079.0,1.0,1
934,2319128850.0,1.0,1
935,1976294263.0,5.7,2
936,2944652640.0,1.0,2
937,619105957.0,1.0,2
938,3073724060.0,1.0,0
939,2994874709.0,1.0,0
940,1893550477.0,1.0,1
941,2990874822.0,1.0,0
942,2993914227.0,1.0,1
943,3702371147.0,1.0,1
944,1333933736.0,1.0,0
945,1535925185.0,1.4,2
946,2874854388.0,1.0,1
947,2990960404.0,1.0,2
948,521722243.0,1.0,1
949,1960055626.0,1.0,0
950,1306729817.0,1.0,1
951,1039098918.0,1.0,1
952,1878136543.0,5.7,2
953,3062545505.0,1.0,1
954,2710464315.0,1.0,1
955,249538522.0,1.0,0
956,1888752314.0,1.51325678497,1
957,3057666927.0,5.7,2
958,2177932256.0,1.0,2
959,3061854388.0,1.0,1
960,1699781479.0,1.0,1
961,1170925938.0,1.0,0
962,3086844503.0,1.0,1
963,36877469.0,5.7,2
964,2533382229.0,1.0,2
965,1535902909.0,1.0,2
966,2835369533.0,1.0,1
967,1043362738.0,1.0,1
968,2192888290.0,1.0,0
969,529828744.0,1.0,0
970,3582989468.0,1.0,1
971,1536337069.0,1.0,0
972,32053607.0,1.0,1
973,2937316630.0,1.0,0
974,1730859592.0,1.4,2
975,1580394013.0,1.0,1
976,1887840109.0,5.7,2
977,3149855689.0,5.7,2
978,2956155555.0,1.0,2
979,248267018.0,1.0,0
980,225627485.0,1.0,1
981,1348133007.0,1.0,1
982,2005309292.0,1.0,0
983,736140418.0,1.4,2
984,1897599750.0,1.0,1
985,1904014988.0,1.0,1
986,1532818880.0,1.0,1
987,1533763598.0,1.0,0
988,1134849885.0,1.0,1
989,1972788754.0,1.0,1
990,1389304722.0,1.0,0
991,1298275782.0,1.0,1
992,1899364163.0,1.0,0
993,2002676967.0,1.0,1
994,1226797440.0,1.0,1
995,2989529849.0,1.0,0
996,3397459203.0,1.0,1
997,1020323364.0,1.0,0
998,1902006359.0,1.0,1
999,2882867996.0,1.0,1
1000,1321036685.0,1.0,1
1001,2883801498.0,1.0,2
1002,36818121.0,1.0,0
1003,1731810506.0,5.7,2
1004,3628582695.0,1.0,1
1005,660182524.0,1.0,1
1006,2999138782.0,1.0,0
1007,3200316679.0,1.0,2
1008,3021273873.0,1.0,1
1009,3747002101.0,1.0,1
1010,1939899202.0,1.0,1
1011,2090382984.0,1.0,0
1012,2015568141.0,1.0,1
1013,3063241256.0,1.0,1
1014,3001845489.0,1.51325678497,1
1015,1541486850.0,1.0,2
1016,755392130.0,4.3,2
1017,1886413522.0,1.0,2
1018,1562960707.0,1.0,0
1019,778217623.0,1.0,2
1020,28725864.0,1.0,0
1021,911071767.0,1.0,1
1022,1784478725.0,1.0,1
1023,3702272965.0,1.0,0
1024,1901533639.0,1.0,0
1025,1896777810.0,1.0,1
1026,1542750980.0,1.0,2
1027,3648594208.0,1.0,0
1028,1460772624.0,1.0,1
1029,2966694533.0,1.0,0
1030,3582988226.0,1.0,1
1031,1599853205.0,5.7,2
1032,1599794315.0,1.0,1
1033,3647325782.0,1.0,0
1034,2586695930.0,1.0,1
1035,1431683499.0,1.0,0
1036,988183350.0,1.0,0
1037,1947570272.0,1.0,0
1038,1581583807.0,1.0,0
1039,550765340.0,1.0,1
1040,1968727466.0,1.0,2
1041,1599650584.0,1.0,0
1042,1856567335.0,1.0,2
1043,1965853745.0,1.0,1
1044,2064668757.0,5.7,2
1045,2994222785.0,1.0,0
1046,1231913641.0,1.0,1
1047,3088506981.0,1.4,2
1048,2535189161.0,1.0,2
1049,1563145943.0,5.7,2
1050,1865014993.0,1.0,1
1051,1195693075.0,1.0,1
1052,1794829191.0,1.0,1
1053,1934353883.0,5.7,2
1054,3679389576.0,1.0,1
1055,1411111948.0,1.0,0
1056,3720640275.0,1.0,1
1057,1892436587.0,1.0,0
1058,1593576815.0,1.0,2
1059,1705417284.0,1.0,1
1060,1040016140.0,1.0,1
1061,3092834869.0,1.0,1
1062,1481717101.0,1.51325678497,1
1063,2959985475.0,1.0,1
1064,3171002116.0,2.9,2
1065,2992195102.0,1.0,0
1066,1212494097.0,1.0,1
1067,1509600969.0,1.0,1
1068,665491571.0,1.0,1
1069,790614838.0,1.0,0
1070,2943419869.0,1.0,0
1071,1606313224.0,1.0,2
1072,1217259151.0,1.0,1
1073,3157224963.0,1.0,0
1074,1900978361.0,1.0,1
1075,1892204704.0,1.0,0
1076,3039394428.0,1.0,1
1077,1295222342.0,1.0,2
1078,2994852032.0,1.0,0
1079,1729236829.0,1.0,2
1080,2343001430.0,1.0,1
1081,1234937881.0,1.0,1
1082,3160238123.0,1.0,1
1083,32237765.0,1.0,1
1084,2638074984.0,1.0,1
1085,1384562105.0,1.0,1
1086,1606199113.0,1.0,0
1087,1900617688.0,1.0,0
1088,1405836891.0,1.0,1
1089,3720801373.0,1.0,1
1090,3415301904.0,1.0,0
1091,1906237117.0,1.0,0
1092,1186113393.0,1.0,1
1093,1558022606.0,1.0,1
1094,1890373586.0,1.0,1
1095,3297543190.0,1.0,1
1096,3582988227.0,1.0,1
1097,2918183045.0,1.0,1
1098,2078764101.0,5.7,2
1099,1026790052.0,1.0,0
1100,3546380731.0,1.0,1
1101,4.25404881822e+37,1.0,1
1102,995929886.0,5.7,2
1103,3075610335.0,1.0,0
1104,2088371591.0,1.0,2
1105,1220884330.0,1.0,0
1106,698524210.0,1.0,1
1107,1963543368.0,1.0,1
1108,2999178688.0,1.0,1
1109,3747346581.0,1.0,1
1110,1900582943.0,1.0,1
1111,1323759287.0,1.0,1
1112,2197870677.0,1.0,0
1113,3072526741.0,1.0,0
1114,1968752425.0,1.0,1
1115,2990681633.0,1.0,0
1116,1879435980.0,5.7,2
1117,28363194.0,1.0,0
1118,3572587372.0,1.0,1
1119,1537236941.0,1.0,1
1120,1845250325.0,1.0,0
1121,3311008039.0,1.0,1
1122,1604360277.0,5.7,2
1123,774949878.0,5.7,2
1124,2916403734.0,1.0,1
1125,3722311731.0,1.0,1
1126,1834688762.0,5.7,2
1127,1508814965.0,1.0,1
1128,3106625456.0,1.0,1
1129,1533644120.0,5.7,2
1130,1395546588.0,1.0,1
1131,2997714362.0,1.0,1
1132,693541214.0,1.0,1
1133,2990874911.0,1.0,0
1134,1435294175.0,1.0,0
1135,2015687899.0,1.0,0
1136,1935613228.0,1.0,0
1137,1885372495.0,1.0,2
1138,1597502435.0,1.0,0
1139,628145383.0,1.0,0
1140,2094380484.0,1.0,2
1141,2015370590.0,1.0,2
1142,1326001095.0,1.0,1
1143,2949273502.0,1.0,1
1144,3708008012.0,1.0,1
1145,1500209497.0,1.51325678497,1
1146,2104807432.0,1.0,1
1147,3107666574.0,1.0,2
1148,1571850799.0,1.0,1
1149,3524440938.0,5.7,2
1150,3588644482.0,5.7,2
1151,1283111552.0,1.0,1
1152,1530935372.0,1.0,1
1153,1930740484.0,1.0,1
1154,3584950474.0,1.0,1
1155,3010345423.0,1.0,0
1156,2960337526.0,1.0,2
1157,975342031.0,1.0,1
1158,1503165434.0,1.0,0
1159,2988610654.0,1.0,0
1160,2246866191.0,1.0,1
1161,1841923834.0,1.51325678497,1
1162,3679963851.0,1.0,1
1163,1878235414.0,1.0,0
1164,1567442905.0,1.0,1
1165,1030781726.0,1.0,1
1166,691158061.0,1.0,1
1167,1927923509.0,1.0,0
1168,2904599600.0,1.0,1
1169,1609990174.0,1.0,0
1170,1938438206.0,1.0,1
1171,1022770167.0,1.0,1
1172,1535869448.0,1.0,0
1173,1577900598.0,1.0,1
1174,3315354931.0,5.7,2
1175,1491526244.0,1.0,1
1176,3000758550.0,1.0,0
1177,2937986587.0,1.0,1
1178,774309082.0,1.0,0
1179,3158221911.0,1.0,1
1180,2203935309.0,1.0,1
1181,831922487.0,1.0,0
1182,3163507236.0,1.0,1
1183,633386081.0,1.0,0
1184,3547704527.0,1.51325678497,1
1185,2344710220.0,5.7,2
1186,3170119289.0,1.0,1
1187,782678828.0,1.0,2
1188,3696326854.0,1.0,0
1189,2086634245.0,1.0,1
1190,3164934320.0,1.0,2
1191,1841514064.0,1.0,1
1192,2069908872.0,1.0,0
1193,1399228316.0,1.0,1
1194,3733391475.0,1.0,1
1195,3683712853.0,1.0,1
1196,3515719374.0,1.0,0
1197,1608338216.0,1.0,0
1198,630424214.0,1.51325678497,1
1199,1778101570.0,1.0,1
1200,1408488804.0,1.0,1
1201,1656757944.0,1.0,1
1202,248874405.0,1.0,0
1203,1943479652.0,1.0,0
1204,531493143.0,1.51325678497,1
1205,825266721.0,1.0,0
1206,1375000676.0,1.0,0
1207,1517319054.0,1.0,1
1208,974418392.0,1.0,1
1209,3154520472.0,1.0,0
1210,2105585400.0,1.0,1
1211,1413113129.0,1.0,1
1212,1419569763.0,1.0,1
1213,3742437809.0,1.0,1
1214,1310656141.0,1.0,1
1215,463152658.0,1.0,0
1216,1138086411.0,1.0,2
1217,1868500615.0,1.0,0
1218,1540785052.0,5.7,2
1219,3697564094.0,1.0,1
1220,531950224.0,1.0,0
1221,1054693829.0,1.0,2
1222,1455027675.0,1.0,1
1223,2311135287.0,1.0,1
1224,3164824160.0,1.0,0
1225,3240709446.0,4.3,2
1226,916767023.0,1.0,1
1227,2699971637.0,1.4,2
1228,36908031.0,1.0,0
1229,631122627.0,1.0,0
1230,3162013846.0,1.0,1
1231,2039460391.0,1.0,1
1232,2087883787.0,1.0,1
1233,993864754.0,1.0,0
1234,2001921714.0,1.0,1
1235,737247787.0,5.7,2
1236,1460279114.0,1.0,1
1237,1501994626.0,1.51325678497,1
1238,1112164883.0,1.0,0
1239,1600749429.0,1.0,2
1240,2989251796.0,5.7,2
1241,2014292589.0,1.0,0
1242,3534919930.0,1.0,1
1243,3285439527.0,1.0,1
1244,1348029766.0,1.0,0
1245,1731783700.0,1.4,2
1246,1744160418.0,1.4,2
1247,1009436824.0,1.0,0
1248,2966851525.0,1.0,0
1249,3155360483.0,1.0,2
1250,237758387.0,1.0,0
1251,1310348777.0,1.0,1
1252,1705861781.0,1.0,1
1253,2006485037.0,5.7,2
1254,3149731706.0,4.3,2
1255,719993267.0,1.0,0
1256,2004283302.0,1.0,0
1257,1298007336.0,1.0,1
1258,3314811835.0,1.0,2
1259,100342903.0,5.7,2
1260,1773869816.0,1.0,0
1261,1589999708.0,1.4,2
1262,1490082410.0,1.0,1
1263,832018923.0,1.0,2
1264,1296312694.0,1.0,1
1265,3742410647.0,1.0,1
1266,1413129388.0,1.0,1
1267,4.25404882106e+37,1.0,1
1268,4.25404881822e+37,1.0,1
1269,776568632.0,1.0,0
1270,973127417.0,1.0,0
1271,3729661489.0,1.0,0
1272,2076852387.0,1.0,1
1273,1041163657.0,1.0,1
1274,3067938988.0,1.0,1
1275,3212763966.0,1.0,0
1276,2117914061.0,1.0,1
1277,2994214494.0,1.0,0
1278,661681626.0,1.0,1
1279,1015840717.0,1.0,0
1280,710298075.0,1.0,1
1281,3579283295.0,10.0,2
1282,635382143.0,1.51325678497,1
1283,3065263472.0,1.0,1
1284,3703285020.0,1.0,0
1285,621150284.0,1.4,2
1286,3060638100.0,1.0,1
1287,1088940370.0,1.0,2
1288,691171310.0,1.0,1
1289,1597702232.0,1.0,2
1290,1236565086.0,1.0,1
1291,1791592586.0,1.4,2
1292,1889538292.0,1.0,1
1293,405404104.0,1.0,2
1294,2260999766.0,1.0,2
1295,1911980026.0,1.0,1
1296,3075639412.0,1.0,2
1297,1408253207.0,1.0,0
1298,466617368.0,1.0,1
1299,1582221884.0,1.0,2
1300,2037870088.0,1.0,0
1301,774213287.0,1.0,0
1302,1435239252.0,5.7,2
1303,3311124273.0,1.0,0
1304,1181843032.0,1.0,1
1305,3071301491.0,1.0,1
1306,20011812.0,1.0,1
1307,1997670250.0,1.0,2
1308,1990832415.0,1.0,2
1309,1349197682.0,1.0,1
1310,1385659199.0,2.9,2
1311,2988620734.0,1.51325678497,1
1312,1845242973.0,1.0,0
1313,2098821660.0,5.7,2
1314,2077594630.0,1.0,1
1315,1409442267.0,1.0,0
1316,3453423336.0,1.0,1
1317,2995611013.0,5.7,2
1318,455957265.0,1.0,1
1319,2071004032.0,1.0,0
1320,3.38288524927e+38,1.0,1
1321,3104946400.0,1.0,1
1322,1974844595.0,1.0,1
1323,1357442825.0,1.0,1
1324,3062302524.0,1.0,1
1325,2818610424.0,1.0,1
1326,1565957762.0,1.0,0
1327,775359150.0,1.0,1
1328,3754417414.0,1.0,1
1329,1968912465.0,1.0,2
1330,3027404757.0,1.51325678497,1
1331,2031339518.0,1.0,1
1332,4.25404882106e+37,1.0,1
1333,3001682517.0,1.51325678497,1
1334,623881845.0,5.7,2
1335,2103182804.0,1.0,1
1336,22272385.0,1.0,1
1337,4.25404882106e+37,1.0,1
1338,1426940684.0,1.0,1
1339,411426342.0,1.0,1
1340,1974918847.0,1.0,1
1341,1023345107.0,1.0,0
1342,2946322150.0,5.7,2
1343,4.25430845684e+37,1.51325678497,1
1344,1783680089.0,1.0,1
1345,1362195989.0,1.0,1
1346,3723140586.0,1.0,1
1347,1844324888.0,1.0,1
1348,1741807345.0,1.4,2
1349,1578609864.0,1.4,2
1350,662755104.0,1.0,1
1351,1700192832.0,1.51325678497,1
1352,1832950712.0,1.0,0
1353,1921490697.0,1.0,1
1354,1883375173.0,1.0,0
1355,1928051165.0,1.0,2
1356,1863209293.0,1.0,1
1357,1600824549.0,1.0,2
1358,1311007055.0,1.0,1
1359,824292756.0,1.0,1
1360,1965213610.0,1.0,0
1361,3083363734.0,1.0,0
1362,2992173776.0,5.7,2
1363,3723256318.0,1.0,0
1364,2061815819.0,1.0,1
1365,459361555.0,5.7,2
1366,3071935031.0,1.0,1
1367,1974868023.0,1.0,1
1368,3696427993.0,1.0,1
1369,1742263533.0,1.0,2
1370,2076793460.0,1.0,0
1371,1022768621.0,1.0,1
1372,1881657279.0,1.0,1
1373,2076251519.0,1.0,1
1374,1380271385.0,1.0,1
1375,2883563411.0,1.0,1
1376,3553195442.0,1.0,0
1377,1879741668.0,1.0,1
1378,2346849742.0,1.0,1
1379,1605570236.0,1.0,1
1380,1892617899.0,1.0,0
1381,1528850110.0,1.0,1
1382,3683041431.0,1.0,1
1383,2871319679.0,1.0,2
1384,453937836.0,1.0,1
1385,531493657.0,1.4,2
1386,3564135493.0,1.51325678497,1
1387,2076886554.0,1.0,1
1388,2085428820.0,1.0,0
1389,529005762.0,1.0,0
1390,2304854440.0,1.0,1
1391,1972096443.0,1.0,1
1392,4.78782102787e+37,1.0,1
1393,1876820831.0,1.0,1
1394,3732060935.0,1.0,1
1395,2945209275.0,1.0,0
1396,3746494347.0,1.0,1
1397,988232290.0,1.0,0
1398,1969122686.0,1.0,0
1399,3192852705.0,1.0,2
1400,3083482078.0,1.0,1
1401,530717834.0,1.0,2
1402,3320701708.0,5.7,2
1403,3069585599.0,1.0,1
1404,2637301509.0,1.0,1
1405,3231853274.0,1.0,0
1406,1904997806.0,1.0,0
1407,1420069621.0,1.0,0
1408,2959440060.0,1.0,1
1409,1358575278.0,1.0,0
1410,1022768621.0,1.51325678497,1
1411,2883698942.0,5.7,2
1412,2109036365.0,1.0,1
1413,1881550118.0,1.0,1
1414,584648194.0,1.0,1
1415,1386230520.0,1.0,1
1416,1565080889.0,1.0,1
1417,1909307686.0,1.0,0
1418,3283622531.0,1.0,1
1419,1879419100.0,1.0,1
1420,3086703828.0,1.0,1
1421,1896907152.0,1.0,1
1422,20542721.0,1.0,0
1423,1605266887.0,1.0,1
1424,2078891657.0,1.0,0
1425,3079053504.0,1.0,1
1426,2110874587.0,5.7,2
1427,586821307.0,1.0,1
1428,918718441.0,1.0,1
1429,2548340281.0,1.0,1
1430,1903529747.0,1.0,1
1431,88939547.0,5.7,2
1432,1594548818.0,1.0,2
1433,243055815.0,1.0,1
1434,1921655451.0,1.0,0
1435,1892435258.0,1.0,0
1436,3559242622.0,1.0,0
1437,1439434235.0,1.0,2
1438,1502871884.0,1.0,2
1439,633136201.0,1.0,2
1440,1875325476.0,1.0,1
1441,1902851362.0,1.51325678497,1
1442,2779349897.0,1.0,0
1443,2374565656.0,1.0,0
1444,2536998336.0,1.0,1
1445,605423327.0,1.0,0
1446,635303417.0,2.9,2
1447,1522601578.0,1.0,1
1448,988454199.0,1.0,1
1449,1534079878.0,1.0,1
1450,2959650129.0,1.0,2
1451,1991728242.0,1.0,1
1452,1129422323.0,1.0,0
1453,3385896565.0,1.0,0
1454,4.25404881822e+37,1.0,1
1455,1946696012.0,1.0,1
1456,248355607.0,1.0,0
1457,1800273032.0,1.0,1
1458,2956199373.0,5.7,2
1459,1176154628.0,1.0,2
1460,243195819.0,1.0,1
1461,1500696017.0,1.0,0
1462,1389395521.0,5.7,2
1463,871078152.0,1.0,0
1464,3075687765.0,1.0,2
1465,1377771278.0,1.0,1
1466,2606613632.0,1.0,1
1467,95637212.0,1.0,0
1468,1321115477.0,1.0,1
1469,1914367826.0,1.0,2
1470,1824813564.0,1.0,1
1471,1995511622.0,1.0,1
1472,3662806789.0,1.0,0
1473,1827062129.0,1.0,0
1474,3159597841.0,1.0,2
1475,4.25404882106e+37,1.0,1
1476,3030351053.0,1.0,1
1477,3075693857.0,1.0,2
1478,1993507359.0,1.0,2
1479,2008345061.0,1.0,1
1480,3738240544.0,1.0,1
1481,1892054730.0,1.0,0
1482,3650330699.0,1.0,1
1483,3001923162.0,1.0,0
1484,1864077735.0,1.0,1
1485,1607718384.0,1.0,1
1486,3171293764.0,5.7,2
1487,2077062996.0,1.0,0
1488,2875318032.0,1.0,0
1489,1406988047.0,1.0,1
1490,2990633885.0,1.0,2
1491,2997412025.0,1.0,2
1492,2000186388.0,1.0,0
1493,2183872060.0,1.0,0
1494,1869355804.0,1.0,1
1495,1442070534.0,1.0,2
1496,2071101187.0,1.0,1
1497,1035255190.0,1.0,0
1498,1856462217.0,1.0,2
1499,1789369579.0,1.0,0
1500,1578602605.0,1.0,1
1501,31894266.0,1.0,1
1502,3064280687.0,1.0,0
1503,1941750783.0,1.0,2
1504,1892045128.0,1.0,0
1505,1539603318.0,2.9,2
1506,2112313799.0,1.0,2
1507,1598987383.0,1.0,1
1508,2304871452.0,1.0,1
1509,460823785.0,1.0,0
1510,1473135213.0,1.0,0
1511,1800273012.0,1.0,1
1512,607970505.0,1.0,2
1513,1386243507.0,1.0,1
1514,1421987995.0,1.0,1
1515,1950947780.0,1.0,0
1516,3648409182.0,1.4,2
1517,762635786.0,10.0,2
1518,3165138222.0,1.0,1
1519,1444282192.0,1.0,1
1520,1012644773.0,1.0,0
1521,528994927.0,1.0,1
1522,2102809494.0,1.0,1
1523,85837353.0,1.0,1
1524,1343749602.0,1.0,1
1525,716376182.0,1.0,1
1526,1729880961.0,1.0,0
1527,2569203911.0,1.0,1
1528,3274698492.0,1.0,1
1529,3398977354.0,2.9,2
1530,3104946421.0,1.0,1
1531,838078472.0,5.7,2
1532,1892359770.0,1.0,0
1533,620828636.0,1.0,2
1534,762347380.0,1.0,1
1535,692615248.0,2.9,2
1536,2009485780.0,1.0,1
1537,459398928.0,5.7,2
1538,1779499057.0,1.0,0
1539,3205696141.0,1.0,0
1540,2959489603.0,1.0,2
1541,2956199469.0,1.0,0
1542,3411683598.0,1.51325678497,1
1543,1023866721.0,1.0,1
1544,2039204845.0,1.0,1
1545,2600763702.0,1.0,0
1546,1435329007.0,1.0,1
1547,3755766857.0,1.0,1
1548,94845982.0,1.0,0
1549,1917594231.0,1.0,0
1550,992457466.0,1.0,1
1551,2993950422.0,1.0,0
1552,1049605932.0,1.0,0
1553,1572412649.0,1.0,0
1554,1607696518.0,1.0,1
1555,3082919696.0,1.0,1
1556,3104946422.0,1.0,1
1557,4.25404882106e+37,1.0,1
1558,3291742772.0,1.0,1
1559,1023903652.0,1.0,1
1560,2073390653.0,1.0,1
1561,3069473656.0,1.0,1
1562,1494483955.0,1.0,2
1563,2966735904.0,1.0,2
1564,2953795369.0,1.51325678497,1
1565,453296615.0,1.0,1
1566,1835853482.0,1.0,1
1567,1992151460.0,1.0,1
1568,1203968278.0,1.0,1
1569,771240914.0,1.0,1
1570,3742426211.0,1.0,1
1571,1938086715.0,1.0,1
1572,2609846167.0,1.0,1
1573,3731399299.0,1.0,1
1574,1773871945.0,1.0,0
1575,4.25404882106e+37,1.0,1
1576,3748900184.0,1.0,0
1577,2988597956.0,1.0,2
1578,786418747.0,1.0,0
1579,1602520652.0,1.0,2
1580,4.25404881822e+37,1.0,1
1581,835615933.0,5.7,2
1582,1768875171.0,1.0,0
1583,2937316499.0,1.0,0
1584,3419558972.0,2.9,2
1585,3420027208.0,1.0,0
1586,1239409455.0,1.0,1
1587,2053806195.0,1.0,1
1588,1729582391.0,1.0,1
1589,3657976537.0,5.7,2
1590,454768076.0,1.0,0
1591,712184812.0,1.4,2
1592,2033590411.0,1.0,0
1593,1488761638.0,1.0,0
1594,1585830007.0,1.0,2
1595,3098330512.0,1.0,1
1596,2990711607.0,1.0,0
1597,1786088744.0,1.0,1
1598,1029318638.0,1.0,2
1599,94798064.0,1.0,0
1600,3210275860.0,1.0,0
1601,1593803525.0,1.0,0
1602,3000076663.0,1.0,1
1603,2857488666.0,1.4,2
1604,1554593284.0,1.0,1
1605,2991806107.0,1.0,1
1606,2990859280.0,1.0,2
1607,1912276481.0,1.0,0
1608,992639745.0,1.0,0
1609,2991464831.0,1.0,2
1610,3081458109.0,1.0,1
1611,1033803078.0,5.7,2
1612,2231042177.0,5.7,2
1613,3671184137.0,1.0,1
1614,1503717735.0,1.0,0
1615,1868906321.0,1.0,1
1616,1963686372.0,1.0,1
1617,3149090024.0,1.0,2
1618,3195621473.0,1.0,0
1619,2078765844.0,1.0,1
1620,1202165440.0,1.0,1
1621,2058287920.0,5.7,2
1622,1849090711.0,1.0,1
1623,1542680223.0,1.0,1
1624,415252899.0,1.0,1
1625,2084351890.0,1.0,1
1626,1531787546.0,1.0,0
1627,1907658760.0,1.0,1
1628,460463440.0,1.0,0
1629,29013581.0,5.7,2
1630,1294548430.0,1.0,0
1631,3.38288524927e+38,1.0,1
1632,1335591532.0,1.0,1
1633,1332781270.0,1.0,0
1634,2867294873.0,1.0,1
1635,1570761520.0,1.0,1
1636,1744612338.0,7.1,2
1637,461547649.0,1.0,0
1638,1842024702.0,1.0,1
1639,1193507737.0,1.0,1
1640,2107745644.0,1.0,2
1641,701783978.0,1.0,0
1642,3287976914.0,1.0,1
1643,701359981.0,1.4,2
1644,2869224917.0,1.0,2
1645,1352106979.0,1.0,0
1646,627697101.0,5.7,2
1647,2006655248.0,5.7,2
1648,3155690949.0,1.0,2
1649,3135422366.0,1.0,2
1650,3244892210.0,1.0,1
1651,1741787025.0,5.7,2
1652,2957478465.0,1.0,0
1653,3138677117.0,1.0,1
1654,2966869707.0,1.0,0
1655,1488088571.0,1.0,1
1656,2857554771.0,1.0,0
1657,2971090809.0,1.0,1
1658,1635749342.0,1.0,0
1659,3177641059.0,1.0,1
1660,1892684014.0,1.0,0
1661,1434734146.0,1.0,2
1662,3106552899.0,1.0,1
1663,3049425397.0,1.0,2
1664,3075542350.0,10.0,2
1665,1677626583.0,1.0,1
1666,3585146662.0,1.0,0
1667,1760879052.0,5.7,2
1668,1318759365.0,2.9,2
1669,782667345.0,1.0,1
1670,1504799272.0,1.0,1
1671,831555285.0,1.0,2
1672,3584839577.0,1.0,0
1673,1569472386.0,1.0,1
1674,2867294866.0,1.0,1
1675,2972340631.0,1.0,1
1676,693766434.0,5.7,2
1677,3576788596.0,1.0,2
1678,825356787.0,4.3,2
1679,629946883.0,1.0,0
1680,1585331683.0,1.0,0
1681,1044561865.0,1.0,1
1682,1365177481.0,1.0,0
1683,1332839847.0,1.51325678497,1
1684,2536738768.0,1.0,1
1685,3202939035.0,1.0,2
1686,3204873857.0,1.0,0
1687,2876410486.0,1.0,1
1688,1294142172.0,1.0,0
1689,3014914322.0,1.0,1
1690,1572410226.0,1.0,2
1691,2892126046.0,5.7,2
1692,996575873.0,1.0,2
1693,2956665302.0,1.0,1
1694,1320995611.0,1.0,1
1695,657220890.0,1.0,0
1696,835613833.0,5.7,2
1697,2826530460.0,1.0,1
1698,3206758475.0,1.0,0
1699,1096606273.0,1.0,2
1700,3001695145.0,1.0,1
1701,3148517612.0,1.0,0
1702,1536329877.0,1.0,1
1703,630426495.0,1.0,2
1704,1403461106.0,1.0,0
1705,3112558666.0,5.7,2
1706,3523774511.0,1.0,1
1707,42384205.0,5.7,2
1708,1570607109.0,1.4,2
1709,2733457934.0,1.0,0
1710,1370367473.0,1.0,2
1711,2534439419.0,1.0,1
1712,3551676565.0,1.0,0
1713,1054688452.0,1.0,2
1714,3574653995.0,1.0,0
1715,3006749628.0,1.0,0
1716,3654859680.0,1.0,0
1717,3206697129.0,1.0,1
1718,1592964562.0,1.0,2
1719,1941643804.0,5.7,2
1720,1768733187.0,5.7,2
1721,1342752832.0,1.0,1
1722,3110593368.0,1.0,1
1723,782676775.0,1.0,1
1724,1551815113.0,1.0,1
1725,3154852854.0,1.0,1
1726,1604199940.0,1.0,0
1727,1514541083.0,1.0,0
1728,2631008535.0,1.0,1
1729,3039590994.0,1.0,2
1730,1179170368.0,1.0,1
1731,2833807872.0,1.0,0
1732,84695147.0,1.0,2
1733,1401377101.0,1.0,1
1734,661502369.0,1.0,0
1735,2449410391.0,5.7,2
1736,1280594372.0,1.0,0
1737,3144541495.0,1.0,1
1738,1146383059.0,1.0,1
1739,3275804823.0,5.7,2
1740,3014823373.0,1.0,1
1741,3708225421.0,1.0,1
1742,1776492097.0,1.0,1
1743,1568500556.0,5.7,2
1744,3156591899.0,1.0,2
1745,1519866520.0,5.7,2
1746,3142218392.0,1.0,0
1747,3422271858.0,1.0,1
1748,1832836988.0,1.0,2
1749,95218574.0,5.7,2
1750,38861790.0,1.0,0
1751,1471767361.0,1.0,1
1752,3173960354.0,1.0,0
1753,2395253185.0,1.0,0
1754,1290006436.0,1.0,0
1755,3393254600.0,1.0,1
1756,2891585514.0,1.0,0
1757,1177368918.0,1.0,2
1758,1744570001.0,5.7,2
1759,1706355185.0,1.0,0
1760,3104058182.0,1.0,1
1761,1334039970.0,1.0,2
1762,1885174532.0,1.0,1
1763,1528874292.0,1.0,1
1764,1929045148.0,1.0,1
1765,1781754846.0,5.7,2
1766,1706077007.0,1.0,1
1767,1467265774.0,5.7,2
1768,3649262197.0,4.3,2
1769,3655439462.0,1.0,1
1770,1377644337.0,1.0,1
1771,1907197660.0,5.7,2
1772,3317479939.0,1.0,1
1773,2537312779.0,1.0,1
1774,3641083458.0,1.0,1
1775,92565526.0,1.0,0
1776,2999708185.0,5.7,2
1777,2972043527.0,5.7,2
1778,1203863898.0,1.0,1
1779,3013274209.0,1.0,1
1780,1293735002.0,1.4,2
1781,1565886727.0,5.7,2
1782,3005935954.0,1.0,0
1783,2985459211.0,1.0,1
1784,824338222.0,1.0,1
1785,3373680647.0,1.0,1
1786,2996224383.0,1.0,0
1787,3204874122.0,1.0,1
1788,3149703223.0,5.7,2
1789,1306424689.0,1.0,2
1790,3016972341.0,1.0,1
1791,2449454028.0,5.7,2
1792,533767692.0,1.0,0
1793,2943690353.0,1.0,1
1794,2994279935.0,1.0,0
1795,1294402926.0,1.0,1
1796,701359973.0,1.4,2
1797,3176290916.0,1.0,2
1798,3266374459.0,1.0,0
1799,2112299246.0,1.0,2
1800,1294660330.0,1.0,1
1801,455982365.0,1.0,1
1802,1453571795.0,1.0,1
1803,697299670.0,1.0,0
1804,3587220060.0,1.51325678497,1
1805,2063800043.0,1.0,1
1806,3275804877.0,5.7,2
1807,238021046.0,1.0,1
1808,243558785.0,1.0,0
1809,1171027436.0,1.0,2
1810,3138035596.0,1.0,0
1811,2867294868.0,1.0,1
1812,3564141293.0,1.0,0
