,src-ip,risk-factor,categories
440,991138202.0,1.0,1
441,1591237154.0,1.0,1
442,1782956621.0,1.0,0
443,1701283037.0,1.0,2
444,1565906660.0,1.0,2
445,1428577922.0,1.0,1
446,3641799373.0,1.0,0
447,1560065150.0,1.0,0
448,2911328711.0,1.51325678497,1
449,1989429761.0,1.0,0
450,1855181830.0,1.0,0
451,3248872738.0,1.0,1
452,707916642.0,1.0,1
453,1451523103.0,1.0,1
454,979632422.0,1.4,2
455,3562828516.0,10.0,2
456,3585141064.0,1.0,1
457,1403048437.0,1.0,1
458,1540215205.0,5.7,2
459,1743604758.0,10.0,2
460,2637184750.0,1.0,1
461,1134836876.0,1.0,1
462,2005977735.0,1.0,1
463,1928976773.0,1.0,1
464,1604584196.0,1.51325678497,1
465,1348875656.0,1.0,0
466,2050262672.0,1.0,0
467,622127062.0,1.0,2
468,3577908090.0,1.0,0
469,1029439931.0,1.0,1
470,1402285595.0,5.7,2
471,1268276328.0,1.0,1
472,1783115872.0,1.0,1
473,1506344636.0,1.0,1
474,3156943621.0,1.4,2
475,1534665985.0,1.0,1
476,1448207291.0,1.0,1
477,606083643.0,1.0,0
478,1238745104.0,1.51325678497,1
479,1527457243.0,1.0,0
480,2098726276.0,5.7,2
481,3186937864.0,1.0,0
482,96320535.0,1.0,1
483,1603009450.0,1.0,2
484,1544454528.0,1.0,0
485,1927740165.0,1.0,0
486,628782880.0,1.0,2
487,773009785.0,1.0,1
488,2987347290.0,1.0,1
489,3027183361.0,1.0,1
490,1416475323.0,1.0,2
491,2967639960.0,1.0,0
492,711953866.0,5.7,2
493,3559010526.0,1.0,1
494,2959372858.0,5.7,2
495,3055551037.0,1.0,0
496,1993689304.0,1.0,1
497,1600709074.0,1.0,2
498,2970700828.0,1.0,1
499,3280243636.0,1.0,0
500,719814793.0,1.0,0
501,1490662656.0,5.7,2
502,1918758031.0,1.0,1
503,1879665452.0,1.0,1
504,1531838236.0,1.0,0
505,1971860173.0,1.0,1
506,1360292404.0,1.0,1
507,1239375118.0,1.0,1
508,3580814589.0,1.0,1
509,3032451275.0,1.0,1
510,3681851102.0,1.0,0
511,988388015.0,1.0,1
512,1343084597.0,1.0,1
513,778009962.0,1.0,0
514,39094876.0,1.0,2
515,3730077518.0,1.0,1
516,3660505361.0,1.0,0
517,1572411629.0,5.7,2
518,1533648215.0,1.0,1
519,2015188191.0,1.0,0
520,614307044.0,1.0,1
521,3652126113.0,1.0,1
522,3575152408.0,5.7,2
523,1740934082.0,2.9,2
524,1741977430.0,1.0,1
525,3310991453.0,1.0,1
526,1389389129.0,5.7,2
527,1418961662.0,1.0,1
528,92281685.0,1.51325678497,1
529,3645369534.0,1.0,1
530,1427955630.0,1.0,0
531,453272554.0,5.7,2
532,1985683383.0,1.0,1
533,2990651821.0,1.0,2
534,3585225845.0,1.0,0
535,2085551550.0,1.0,0
536,2102808860.0,1.0,1
537,831794055.0,1.0,0
538,2989413861.0,1.0,2
539,1414254082.0,1.0,2
540,2078133537.0,1.0,1
541,1944288584.0,1.0,1
542,1467504939.0,1.0,1
543,658719529.0,1.0,1
544,2449412409.0,1.0,0
545,2057621093.0,5.7,2
546,704921880.0,1.0,1
547,3567033270.0,1.0,1
548,774320886.0,1.0,1
549,1773339370.0,1.0,0
550,774316808.0,1.0,1
551,2081561726.0,1.0,0
552,1925655725.0,1.0,0
553,827362137.0,1.0,1
554,1271773632.0,1.0,1
555,1297270756.0,1.0,0
556,1442325778.0,1.51325678497,1
557,3396071758.0,1.0,0
558,1588883005.0,5.7,2
559,999639504.0,1.0,1
560,3264594971.0,1.0,1
561,39164407.0,1.0,0
562,2103378733.0,1.0,0
563,1928742681.0,1.0,1
564,1904989885.0,1.0,0
565,20900946.0,1.0,0
566,3028247504.0,1.0,1
567,2304852906.0,1.51325678497,1
568,3701800062.0,1.0,1
569,1901825091.0,1.0,0
570,2871833445.0,1.0,1
571,2073668371.0,1.0,1
572,2994216181.0,5.7,2
573,1595448858.0,1.0,2
574,3020926981.0,1.0,1
575,782127061.0,1.0,2
576,2084795758.0,1.51325678497,1
577,1968496591.0,1.0,0
578,3563084355.0,1.4,2
579,2091011344.0,1.0,0
580,2344467739.0,1.0,1
581,974549344.0,1.0,0
582,2875855374.0,1.0,1
583,96319361.0,1.51325678497,1
584,3755746837.0,1.0,1
585,1841850854.0,1.0,0
586,454796620.0,1.0,1
587,237305023.0,1.0,1
588,1333856911.0,1.0,1
589,3066872626.0,1.0,1
590,467635964.0,1.0,1
591,992480542.0,1.0,0
592,1786523601.0,1.0,1
593,2002129823.0,1.0,1
594,3149731645.0,1.0,0
595,3158692863.0,5.7,2
596,3735590358.0,1.0,0
597,1328907329.0,1.0,1
598,2991081438.0,1.0,0
599,1732398940.0,5.7,2
600,1972143191.0,1.51325678497,1
601,1269112662.0,1.0,0
602,3747741877.0,1.0,1
603,1533811846.0,1.0,0
604,2005536329.0,1.0,0
605,1857967123.0,1.0,1
606,3732237781.0,1.0,1
607,3648405622.0,1.0,0
608,1225523589.0,1.0,1
609,238120662.0,1.0,1
610,1844633862.0,1.0,0
611,1542282817.0,1.0,1
612,2994213355.0,5.7,2
613,1339331705.0,1.0,1
614,1987955968.0,1.0,1
615,531492864.0,1.4,2
616,1349290499.0,1.0,2
617,1393142609.0,1.0,0
618,1602629759.0,1.0,2
619,1892253503.0,1.0,0
620,1309180026.0,1.0,2
621,1427812034.0,2.9,2
622,1602994787.0,1.0,2
623,831282852.0,1.0,1
624,460654698.0,1.0,0
625,3702774837.0,1.0,1
626,608143532.0,1.0,0
627,619088814.0,1.0,2
628,1332439256.0,1.0,1
629,2915129934.0,1.0,1
630,1823977885.0,1.0,0
631,2916404484.0,1.0,1
632,1974220533.0,1.0,1
633,3574936678.0,1.0,0
634,3110868134.0,1.51325678497,1
635,1844307914.0,1.0,0
636,1570607155.0,5.7,2
637,3031915258.0,5.7,2
638,773702931.0,1.0,1
639,1781525745.0,1.0,1
640,1791731614.0,5.7,2
641,1240780808.0,1.0,1
642,3170795103.0,5.7,2
643,3117077826.0,1.0,2
644,1896320143.0,1.0,0
645,622171981.0,1.0,0
646,1520059612.0,5.7,2
647,93158940.0,5.7,2
648,88939673.0,1.0,0
649,2015983470.0,1.0,1
650,1904989885.0,1.51325678497,1
651,2304852906.0,1.0,1
652,2084795758.0,1.0,1
653,1145088330.0,1.0,2
654,42217297.0,1.0,2
655,465266656.0,1.0,0
656,1794958649.0,1.0,1
657,1943570903.0,1.0,1
658,1487192296.0,1.0,1
659,1836975405.0,1.0,0
660,1963853049.0,1.0,1
661,2874336046.0,1.0,1
662,1306419447.0,5.7,2
663,1432906300.0,1.0,1
664,1840014409.0,1.0,1
665,1895974182.0,1.0,0
666,3321442051.0,1.0,0
667,1604443920.0,1.0,1
668,1881735897.0,1.0,1
669,2002133699.0,1.0,1
670,2071225731.0,1.0,1
671,1036129200.0,1.0,1
672,1782247350.0,1.0,0
673,1904993370.0,1.0,1
674,2152244303.0,1.0,0
675,2990109784.0,1.0,1
676,3722288769.0,1.0,1
677,1312745477.0,1.0,1
678,88905482.0,1.0,2
679,1929188787.0,1.0,1
680,1866161616.0,1.0,1
681,1699989532.0,1.0,1
682,1021082431.0,1.0,0
683,1879669600.0,1.0,1
684,3269730378.0,5.7,2
685,2079535978.0,1.0,1
686,1298454722.0,1.0,0
687,3513505949.0,5.7,2
688,1021082154.0,1.0,0
689,20323970.0,5.7,2
690,2027075006.0,1.0,1
691,1678562717.0,1.0,1
692,3084296847.0,1.0,1
693,1306421443.0,5.7,2
694,1451642206.0,1.0,1
695,775062552.0,1.0,1
696,2008369238.0,1.0,0
697,1700965233.0,1.0,1
698,2768241261.0,1.0,1
699,1951119239.0,5.7,2
700,3130725293.0,1.0,0
701,2004215037.0,1.0,0
702,2062893803.0,1.0,1
703,1734349338.0,5.7,2
704,1333926113.0,1.0,0
705,804752622.0,1.0,1
706,3701925666.0,1.0,0
707,610996700.0,1.0,1
708,1979196809.0,5.7,2
709,1343708657.0,1.0,1
710,1935716045.0,1.0,1
711,3754371871.0,1.0,0
712,624538052.0,5.7,2
713,2043522159.0,1.0,0
714,3155325263.0,1.4,2
715,1367929174.0,1.0,1
716,86664055.0,1.0,0
717,1028543145.0,1.0,1
718,2045152407.0,1.0,1
719,3586578599.0,1.0,2
720,2342978597.0,1.0,1
721,37528481.0,1.0,0
722,2073133326.0,1.0,0
723,3063260455.0,1.0,1
724,1879772530.0,1.0,1
725,3662943894.0,1.0,1
726,92971196.0,1.0,2
727,459353994.0,5.7,2
728,2058510139.0,5.7,2
729,3373686402.0,1.0,1
730,790590051.0,1.0,0
731,2949023360.0,1.0,1
732,3075952154.0,1.0,2
733,3737100927.0,1.0,1
734,2923336508.0,1.0,1
735,3232235786.0,1.0,1
736,3.38288524927e+38,1.0,1
737,3126296660.0,1.0,0
738,989033277.0,1.0,1
739,1885514419.0,1.0,0
740,1965345669.0,1.0,1
741,2991380911.0,1.0,2
742,3162171942.0,1.0,0
743,1370147846.0,1.0,1
744,1861694706.0,1.0,0
745,1996540296.0,1.0,0
746,1460135434.0,1.0,1
747,1728986229.0,1.0,2
748,1578739529.0,1.0,1
749,2104736633.0,1.0,0
750,3084301480.0,1.0,1
751,973772897.0,1.0,2
752,607972758.0,1.0,2
753,1918940242.0,1.0,1
754,1848941818.0,1.0,0
755,3188932817.0,1.0,1
756,1961009218.0,1.0,1
757,737498642.0,5.7,2
758,2008990390.0,1.0,1
759,1294183890.0,5.7,2
760,3641178656.0,1.0,1
761,1588931455.0,1.0,0
762,1329381321.0,1.0,1
763,1565323704.0,1.0,2
764,780809768.0,1.0,2
765,39682895.0,1.0,0
766,710719338.0,1.0,1
767,1942726249.0,1.0,1
768,531350172.0,5.7,2
769,3024267591.0,1.0,1
770,1843746025.0,1.0,2
771,1595960923.0,1.0,2
772,2955799449.0,5.7,2
773,2918460427.0,1.0,1
774,1176173995.0,1.0,0
775,1539635316.0,1.0,1
776,1760878922.0,1.4,2
777,2991384558.0,1.0,0
778,988218013.0,1.51325678497,1
779,42240450.0,1.0,0
780,3071463231.0,1.0,1
781,3064629320.0,1.0,1
782,2636486477.0,1.0,0
783,2956924531.0,5.7,2
784,980137161.0,1.0,0
785,3156943895.0,1.0,0
786,1730547699.0,4.3,2
787,4.25404881822e+37,1.0,1
788,1578482240.0,1.0,0
789,3062144066.0,1.0,0
790,1553308677.0,1.0,1
791,3165279176.0,1.51325678497,1
792,3002908830.0,1.0,1
793,531493422.0,1.4,2
794,90075340.0,1.0,0
795,2000650837.0,1.4,2
796,3580416578.0,1.0,1
797,2000650836.0,1.4,2
798,3054881376.0,1.0,1
799,4.25404882106e+37,1.0,1
800,4.25404882106e+37,1.0,1
801,3581008900.0,1.0,0
802,3560149501.0,1.0,1
803,835511369.0,5.7,2
804,2031456022.0,1.0,1
805,707912501.0,1.0,0
806,3321252824.0,1.0,0
807,2990746737.0,1.0,0
808,3736459690.0,1.0,1
809,22125952.0,1.0,2
810,3624439948.0,1.51325678497,1
811,1940111136.0,1.0,1
812,3641691116.0,1.0,1
813,2914145178.0,1.0,0
814,3278926862.0,1.0,0
815,1369537723.0,1.0,0
816,2345534176.0,1.0,1
817,633468981.0,1.0,0
818,1460469705.0,1.0,1
819,1783993628.0,1.0,1
820,1452472976.0,1.0,1
821,3649055145.0,1.0,0
822,2998664969.0,1.0,2
823,3155360145.0,1.0,2
824,1742317157.0,5.7,2
825,1941736748.0,1.0,0
826,1896802136.0,1.0,1
827,3103991622.0,1.0,0
828,1590067978.0,1.0,1
829,1376432839.0,1.51325678497,1
830,3072288134.0,1.0,1
831,2057229586.0,1.0,0
832,3661123214.0,1.0,0
833,1441938287.0,1.0,0
834,1892224358.0,1.0,0
835,1903879174.0,1.0,1
836,2152450708.0,1.0,2
837,2049580582.0,1.0,1
838,1597348336.0,1.0,0
839,604350541.0,1.0,1
840,248449981.0,5.7,2
841,3201823701.0,1.0,0
842,1566526912.0,1.0,1
843,18152973.0,5.7,2
844,1904960903.0,1.0,1
845,3009981460.0,1.0,0
846,1588856405.0,1.0,2
847,3471276390.0,1.0,0
848,3423466269.0,1.0,1
849,1307862773.0,1.0,0
850,2985147384.0,5.7,2
851,1121882254.0,1.0,2
852,1875169916.0,1.0,0
853,1347471536.0,1.0,2
854,777235626.0,1.0,0
855,1942750125.0,1.0,1
856,2128255739.0,1.0,0
857,1596294532.0,1.0,2
858,3584858118.0,1.0,0
859,1534766885.0,1.0,1
860,1468276367.0,1.0,1
861,3076530913.0,1.0,1
862,2071381826.0,1.0,1
863,1334604542.0,1.0,1
864,2037207655.0,1.0,2
865,3062786020.0,1.0,1
866,823079829.0,5.7,2
867,3164965433.0,1.0,1
868,3553182657.0,1.0,0
869,92828475.0,1.0,2
870,1834421143.0,1.0,0
871,1546086063.0,5.7,2
872,1444922951.0,1.0,1
873,1814630908.0,1.0,1
874,2986846835.0,1.0,1
875,245129741.0,1.0,0
876,3420298585.0,1.0,0
877,3581727796.0,1.0,2
878,1904659209.0,1.0,1
879,3753186601.0,1.0,0
880,1360109313.0,1.0,0
881,3170844310.0,1.0,2
882,1332420899.0,1.0,0
883,2891605433.0,1.0,0
884,3134383144.0,1.0,0
885,1535936283.0,1.0,1
886,1542877977.0,5.7,2
887,1539503685.0,1.0,0
888,1845249752.0,1.0,1
889,1706503405.0,1.0,2
890,1358615370.0,1.0,1
891,2958562286.0,1.0,0
892,1551041331.0,1.0,1
893,3154410400.0,1.0,2
894,1864508045.0,1.0,1
895,3729528473.0,1.0,2
896,2537313180.0,1.0,1
897,3523358128.0,1.0,0
898,827339454.0,1.0,1
899,3578409362.0,1.0,0
900,1632564498.0,1.0,0
901,1109393060.0,1.0,1
902,992946594.0,1.0,1
903,2516511427.0,1.0,1
904,1855705720.0,1.0,0
905,2059222477.0,1.0,1
906,3062233875.0,1.0,1
907,1731965893.0,1.4,2
908,990118660.0,1.0,1
909,1213800147.0,1.0,1
910,85362263.0,1.0,2
911,987548222.0,1.0,1
912,1840780814.0,1.0,2
913,867093313.0,1.0,0
914,3360947687.0,1.0,0
915,1055333734.0,1.0,1
916,1565398910.0,1.0,2
917,1870118950.0,5.7,2
918,3030124731.0,1.0,1
919,1432173256.0,5.7,2
920,762748217.0,1.0,2
921,3256822857.0,1.0,1
922,3104946419.0,1.0,1
923,3075638062.0,1.0,2
924,2917834691.0,1.0,0
925,2636508146.0,1.0,1
926,3076070300.0,1.0,2
927,2883150424.0,1.0,1
928,3105858961.0,1.0,1
929,2064433252.0,1.0,2
930,825332984.0,1.0,0
931,1453798904.0,1.0,1
932,2090125286.0,1.0,0
