0,1,2
7.0675531649e-30,0.999910008099,0.0
1.72686867557e-30,0.999910008099,0.0
6.17190749065e-30,0.999910008099,0.0
1.05970434491e-29,0.999910008099,0.0
4.72060728144e-30,0.999910008099,0.0
1.04579005799e-29,0.999910008099,0.0
7.38863160829e-30,0.999910008099,0.0
9.55467166288e-30,0.999910008099,0.0
1.84458115194e-30,0.99995700387,1.0
5.72803249657e-30,0.0,0.0
2.27860550152e-30,0.999910008099,0.0
5.14689681944e-30,0.99998600126,1.0
2.07448515184e-30,0.0,0.0
9.55467164514e-30,0.999910008099,0.0
1.05828125556e-29,0.999910008099,0.0
2.9442061572e-30,0.999910008099,0.0
5.48860821513e-30,0.999910008099,0.0
6.00407002111e-30,0.999910008099,0.0
4.42630826547e-30,0.99995700387,1.0
3.96831039506e-30,0.999910008099,0.0
2.0509469665e-30,0.999910008099,0.0
1.86250711914e-30,0.99995700387,1.0
5.11559390722e-30,0.99994300513,1.0
5.66053264565e-30,0.999910008099,0.0
5.84104909685e-30,0.99995700387,1.0
5.57780782368e-30,0.999910008099,0.0
2.84726772866e-31,0.999910008099,0.0
2.84726772866e-31,0.999910008099,0.0
5.81827559603e-30,0.99995700387,1.0
5.19798200479e-30,0.999910008099,0.0
5.74075415481e-30,0.999910008099,0.0
4.12497628555e-30,0.999910008099,0.0
8.70539344967e-30,0.999910008099,0.0
2.94371235091e-30,0.99995700387,1.0
4.10138670621e-30,0.999910008099,0.0
5.15200957341e-30,0.999910008099,0.0
6.22095360596e-30,0.999910008099,0.0
6.26728274172e-30,0.999910008099,0.0
2.49238548124e-30,0.999910008099,0.0
2.93695342523e-30,0.999929006389,1.0
2.08189944117e-30,0.999910008099,0.0
8.9640635332e-30,0.999910008099,0.0
8.33061188702e-30,0.999910008099,0.0
9.17919602111e-30,0.999910008099,0.0
4.70893598694e-30,0.99995700387,1.0
5.089207455e-30,0.999910008099,0.0
5.58805094085e-30,0.999910008099,0.0
8.90824266844e-30,0.999910008099,0.0
3.02345426946e-30,0.999910008099,0.0
1.06082416297e-29,0.999929006389,1.0
0.12575208757,0.999910008099,0.0
8.96923687451e-30,0.999910008099,0.0
1.34006209669e-30,0.999910008099,0.0
4.73845077466e-30,0.999910008099,0.0
2.71155248969e-30,0.999910008099,0.0
2.05362632726e-30,0.999910008099,0.0
2.43658495415e-30,0.999910008099,0.0
5.86528819867e-30,0.999914007739,1.0
9.32911714247e-30,0.999910008099,0.0
1.04253147923e-29,0.999910008099,0.0
2.06526117062e-30,0.999910008099,0.0
5.35356799167e-30,0.999910008099,0.0
3.01066352522e-30,0.999910008099,0.0
1.0876215848e-29,0.999910008099,0.0
1.06082416297e-29,0.999929006389,1.0
1.10229474346e-29,0.999910008099,0.0
4.06888845637e-30,0.999910008099,0.0
5.42405028487e-30,0.999910008099,0.0
4.64247611218e-30,0.999910008099,0.0
6.01533355421e-30,0.999910008099,0.0
9.83608073231e-30,0.999910008099,0.0
1.53930623604e-30,0.999910008099,0.0
5.69997543492e-30,0.0,0.0
9.09288246671e-30,0.99995700387,1.0
4.08657117854e-30,0.999910008099,0.0
9.43436274608e-30,0.999910008099,0.0
3.8451302517e-30,0.999910008099,0.0
1.06082416297e-29,0.999929006389,1.0
5.25170032706e-30,0.999910008099,0.0
1.05915130399e-29,0.999910008099,0.0
0.141530695595,0.999910008099,0.0
3.47691904493e-30,0.999910008099,0.0
4.06287142106e-30,0.999910008099,0.0
0.125752087486,0.999910008099,0.0
1.35781879122e-30,0.999910008099,0.0
5.94747279835e-30,0.999910008099,0.0
3.93733872376e-30,0.999910008099,0.0
5.12596094228e-30,0.999914007739,1.0
1.06082416297e-29,0.999929006389,1.0
5.11869874206e-30,0.99995700387,1.0
9.56644340714e-30,0.999910008099,0.0
3.78678479938e-30,0.999910008099,0.0
7.1681893748e-30,0.999910008099,0.0
3.20895363576e-30,0.999910008099,0.0
2.53513095126e-31,0.999910008099,0.0
8.54805686838e-30,0.999910008099,0.0
5.95552445485e-30,0.999910008099,0.0
2.985364485e-30,0.999910008099,0.0
3.06933011761e-30,0.99995700387,1.0
1.36769822476e-30,0.99995700387,1.0
5.43832515571e-30,0.999910008099,0.0
1.00477400785e-29,0.99994300513,1.0
2.1813496132e-30,0.999914007739,1.0
9.57365343887e-30,0.999910008099,0.0
1.06082416297e-29,0.999929006389,1.0
1.3424933172e-30,0.999910008099,0.0
1.79020233432e-30,0.999910008099,0.0
4.1327412696e-30,0.999910008099,0.0
2.44302252398e-30,0.999910008099,0.0
5.59534237352e-30,0.999910008099,0.0
9.204739743e-30,0.999910008099,0.0
1.10417662491e-29,0.999910008099,0.0
5.27041008673e-30,0.999910008099,0.0
3.06095902373e-30,0.999910008099,0.0
9.73099454883e-30,0.999910008099,0.0
1.09385405248e-29,0.999910008099,0.0
4.58435356426e-30,0.999910008099,0.0
1.06082416297e-29,0.999929006389,1.0
8.66701868954e-30,0.999910008099,0.0
6.22083797094e-30,0.999910008099,0.0
2.93746026181e-30,0.999910008099,0.0
5.59303181037e-30,0.999910008099,0.0
9.81758351902e-30,0.99995700387,1.0
2.10083059469e-30,0.999910008099,0.0
5.59382881641e-30,0.999910008099,0.0
8.42778773419e-30,0.99998600126,1.0
2.05275471034e-30,0.999910008099,0.0
3.77139253918e-30,0.999910008099,0.0
7.46003238373e-30,0.999910008099,0.0
8.77747617256e-30,0.999910008099,0.0
9.71019430738e-30,0.999910008099,0.0
9.81602892299e-30,0.99995700387,1.0
0.125752087486,0.999910008099,0.0
9.81602892299e-30,0.99995700387,1.0
0.125752087486,0.999910008099,0.0
6.21238075235e-30,0.999910008099,0.0
5.59349531116e-30,0.999910008099,0.0
3.8393718063e-30,0.999910008099,0.0
4.99475765654e-32,0.99995700387,1.0
3.86346451829e-30,0.999910008099,0.0
4.45489268465e-30,0.99995700387,1.0
2.34150861951e-30,0.999910008099,0.0
9.08928936818e-30,0.999910008099,0.0
5.66296968368e-30,0.999910008099,0.0
2.44444783984e-30,0.999910008099,0.0
5.15611053427e-30,0.999914007739,1.0
