action,protocol,src-ip,dst-ip,src-port,dst-port,size,path
383,233,697,558,216,257,48,515
383,233,656,558,249,257,48,515
383,233,696,558,208,257,48,515
383,233,708,558,208,257,48,515
383,233,663,558,257,257,48,515
309,233,556,538,208,208,113,515
383,233,558,649,257,254,48,298
383,233,690,558,213,257,48,515
383,233,698,558,267,257,48,515
309,233,556,538,208,208,113,515
383,233,702,558,202,257,48,515
309,233,556,538,208,208,113,515
383,233,558,708,257,276,48,298
383,233,558,664,257,246,48,298
383,233,558,604,257,199,48,298
383,297,1708,1234,45,45,48,298
383,233,546,558,199,257,48,515
383,233,663,558,204,257,48,515
383,233,701,558,215,257,48,515
383,233,558,551,272,104,48,298
383,233,558,647,257,219,48,298
383,231,558,708,265,155,48,298
383,231,597,558,267,257,48,515
383,233,558,708,257,245,48,298
383,233,598,558,251,257,48,515
383,233,705,558,205,257,48,515
383,297,1779,1192,45,45,48,298
383,233,558,709,257,213,48,298
383,233,558,749,257,271,48,298
383,231,558,558,261,257,48,515
383,231,669,558,261,257,48,515
383,231,697,558,255,257,48,515
383,233,700,558,257,257,48,515
383,233,496,558,255,257,48,515
383,233,652,558,252,257,48,515
383,231,651,558,212,257,48,515
383,233,705,558,217,257,48,515
383,233,656,558,251,257,48,515
383,233,558,652,257,219,48,298
383,233,558,741,257,213,48,298
383,233,558,499,257,269,48,298
383,233,558,645,257,220,48,298
383,233,657,558,205,257,48,515
383,233,657,558,249,257,48,515
383,233,537,558,217,257,48,515
309,233,552,538,208,208,113,515
383,233,603,558,262,257,48,515
383,233,1708,575,159,160,48,298
383,233,663,558,211,257,48,515
383,231,558,652,267,219,48,298
383,233,563,558,263,257,48,515
309,233,552,538,208,208,113,515
383,231,563,558,260,257,48,515
309,233,552,538,208,208,113,515
383,233,558,744,257,199,48,298
383,231,711,558,254,257,48,515
383,233,558,741,257,213,48,298
383,231,652,558,264,257,48,515
383,233,657,558,265,257,48,515
383,233,665,558,261,257,48,515
383,233,597,558,266,257,48,515
383,233,658,558,205,257,48,515
383,233,558,664,257,268,48,298
383,231,665,558,269,257,48,515
309,233,556,538,208,208,113,515
309,233,556,538,208,208,113,515
383,233,558,657,257,215,48,298
383,233,558,654,257,214,48,298
383,231,701,558,266,257,48,515
383,231,558,643,263,248,48,298
383,231,558,657,262,215,48,298
309,233,556,538,208,208,113,515
383,233,558,744,257,270,48,298
383,233,558,736,257,213,48,298
383,231,508,558,254,257,48,515
383,50,558,539,45,45,48,298
309,233,552,538,208,208,150,515
383,233,758,558,247,257,48,515
383,231,741,558,262,257,48,515
383,231,758,558,263,257,48,515
309,233,552,538,208,208,150,515
309,233,552,538,208,208,113,515
383,231,615,558,251,257,48,515
383,233,612,558,270,257,48,515
383,233,708,558,203,257,48,515
309,233,552,538,208,208,113,515
383,233,642,558,265,257,48,515
383,233,707,558,275,257,48,515
383,233,558,701,257,214,48,298
383,233,558,703,257,257,48,298
383,233,704,558,251,257,48,515
383,231,664,558,252,257,48,515
383,297,1708,521,45,45,48,298
383,231,2186,2234,274,257,48,515
309,233,552,538,208,208,113,515
383,233,558,551,264,104,48,298
383,233,558,551,259,104,48,298
383,233,558,551,257,104,48,298
383,233,558,551,256,104,48,298
383,233,654,558,261,257,48,515
383,233,558,759,257,202,48,298
383,233,1708,618,208,208,48,298
383,233,558,538,208,208,48,298
383,233,558,538,208,208,48,515
383,233,1779,618,208,208,48,298
383,233,1779,618,208,208,48,515
383,233,558,551,266,104,48,298
383,233,558,551,263,104,48,298
383,233,558,551,250,104,48,298
383,233,558,703,251,155,48,298
383,233,709,558,259,257,48,515
383,233,1779,1730,257,256,48,298
383,233,558,649,252,155,48,298
383,233,558,647,253,155,48,298
383,233,558,699,254,155,48,298
383,233,558,701,255,155,48,298
383,233,558,705,256,155,48,298
383,233,558,705,257,155,48,298
383,231,704,558,260,257,48,515
383,233,656,558,202,257,48,515
383,231,558,703,269,155,48,298
383,233,558,705,259,155,48,298
383,231,558,703,270,155,48,298
383,233,549,558,214,257,48,515
383,233,654,558,227,257,48,515
383,233,558,551,256,104,48,298
383,233,701,558,259,257,48,515
383,233,558,646,257,155,48,298
383,231,558,705,265,155,48,298
383,231,558,651,267,155,48,298
383,231,558,703,268,155,48,298
383,231,558,690,271,104,48,298
383,231,558,701,263,155,48,298
383,231,558,702,266,155,48,298
383,231,558,701,264,155,48,298
383,231,558,646,265,155,48,298
383,233,558,705,257,222,48,298
383,233,664,558,202,257,48,515
383,231,664,558,265,257,48,515
383,233,600,558,261,257,48,515
383,233,558,506,257,265,48,298
